,word,count,tf,filename,document_count,idf,tf-idf
132,bestellen,7,0.0014468788755684168,2017_Kramp.csv,1,1.6094379124341003,0.0023286617170398313
133,team,7,0.0014468788755684168,2017_Kramp.csv,5,0.0,0.0
134,a,7,0.0014468788755684168,2017_Kramp.csv,5,0.0,0.0
135,resultaten,7,0.0014468788755684168,2017_Kramp.csv,5,0.0,0.0
136,centraal,7,0.0014468788755684168,2017_Kramp.csv,5,0.0,0.0
137,zoals,7,0.0014468788755684168,2017_Kramp.csv,5,0.0,0.0
138,ontwikkelen,7,0.0014468788755684168,2017_Kramp.csv,5,0.0,0.0
139,bijvoorbeeld,7,0.0014468788755684168,2017_Kramp.csv,5,0.0,0.0
140,startup,6,0.0012401818933443572,2017_Kramp.csv,1,1.6094379124341003,0.0019959957574627123
141,direct,6,0.0012401818933443572,2017_Kramp.csv,5,0.0,0.0
142,ecosysteem,6,0.0012401818933443572,2017_Kramp.csv,1,1.6094379124341003,0.0019959957574627123
143,succes,6,0.0012401818933443572,2017_Kramp.csv,5,0.0,0.0
144,vorderingen,6,0.0012401818933443572,2017_Kramp.csv,5,0.0,0.0
145,leveranciers,6,0.0012401818933443572,2017_Kramp.csv,5,0.0,0.0
146,executive,6,0.0012401818933443572,2017_Kramp.csv,3,0.5108256237659907,0.0006335166892509186
147,houden,6,0.0012401818933443572,2017_Kramp.csv,5,0.0,0.0
148,toename,6,0.0012401818933443572,2017_Kramp.csv,5,0.0,0.0
149,komt,6,0.0012401818933443572,2017_Kramp.csv,5,0.0,0.0
150,achter,6,0.0012401818933443572,2017_Kramp.csv,5,0.0,0.0
151,sterk,6,0.0012401818933443572,2017_Kramp.csv,5,0.0,0.0
152,vanuit,6,0.0012401818933443572,2017_Kramp.csv,5,0.0,0.0
153,elkaar,6,0.0012401818933443572,2017_Kramp.csv,5,0.0,0.0
154,geleden,6,0.0012401818933443572,2017_Kramp.csv,4,0.22314355131420976,0.0002767385919564404
155,digitalisering,6,0.0012401818933443572,2017_Kramp.csv,5,0.0,0.0
156,expertise,6,0.0012401818933443572,2017_Kramp.csv,5,0.0,0.0
157,genvesteerd,6,0.0012401818933443572,2017_Kramp.csv,4,0.22314355131420976,0.0002767385919564404
158,eigen,6,0.0012401818933443572,2017_Kramp.csv,5,0.0,0.0
159,samenwerking,6,0.0012401818933443572,2017_Kramp.csv,5,0.0,0.0
160,hard,6,0.0012401818933443572,2017_Kramp.csv,5,0.0,0.0
161,voorbeeld,6,0.0012401818933443572,2017_Kramp.csv,5,0.0,0.0
162,totaal,6,0.0012401818933443572,2017_Kramp.csv,5,0.0,0.0
163,weten,6,0.0012401818933443572,2017_Kramp.csv,5,0.0,0.0
164,snel,6,0.0012401818933443572,2017_Kramp.csv,5,0.0,0.0
165,kijken,6,0.0012401818933443572,2017_Kramp.csv,5,0.0,0.0
166,dag,6,0.0012401818933443572,2017_Kramp.csv,5,0.0,0.0
167,polen,6,0.0012401818933443572,2017_Kramp.csv,2,0.9162907318741551,0.0011363671747095763
168,utrecht,6,0.0012401818933443572,2017_Kramp.csv,5,0.0,0.0
169,waarop,6,0.0012401818933443572,2017_Kramp.csv,5,0.0,0.0
170,business,5,0.0010334849111202976,2017_Kramp.csv,4,0.22314355131420976,0.00023061549329703363
171,commerce,5,0.0010334849111202976,2017_Kramp.csv,1,1.6094379124341003,0.0016633297978855934
172,gebied,5,0.0010334849111202976,2017_Kramp.csv,5,0.0,0.0
173,toe,5,0.0010334849111202976,2017_Kramp.csv,5,0.0,0.0
174,naast,5,0.0010334849111202976,2017_Kramp.csv,5,0.0,0.0
175,that,5,0.0010334849111202976,2017_Kramp.csv,1,1.6094379124341003,0.0016633297978855934
176,magazijnen,5,0.0010334849111202976,2017_Kramp.csv,1,1.6094379124341003,0.0016633297978855934
177,partijen,5,0.0010334849111202976,2017_Kramp.csv,5,0.0,0.0
178,personeel,5,0.0010334849111202976,2017_Kramp.csv,5,0.0,0.0
179,johan,5,0.0010334849111202976,2017_Kramp.csv,2,0.9162907318741551,0.0009469726455913136
180,twee,5,0.0010334849111202976,2017_Kramp.csv,5,0.0,0.0
181,oplossing,5,0.0010334849111202976,2017_Kramp.csv,5,0.0,0.0
182,doel,5,0.0010334849111202976,2017_Kramp.csv,5,0.0,0.0
183,netto,5,0.0010334849111202976,2017_Kramp.csv,4,0.22314355131420976,0.00023061549329703363
184,producten,5,0.0010334849111202976,2017_Kramp.csv,5,0.0,0.0
185,competenties,5,0.0010334849111202976,2017_Kramp.csv,4,0.22314355131420976,0.00023061549329703363
186,samen,5,0.0010334849111202976,2017_Kramp.csv,5,0.0,0.0
187,geldt,5,0.0010334849111202976,2017_Kramp.csv,5,0.0,0.0
188,bezig,5,0.0010334849111202976,2017_Kramp.csv,5,0.0,0.0
189,basis,5,0.0010334849111202976,2017_Kramp.csv,5,0.0,0.0
190,bepaalde,5,0.0010334849111202976,2017_Kramp.csv,5,0.0,0.0
191,werkt,5,0.0010334849111202976,2017_Kramp.csv,5,0.0,0.0
192,minder,5,0.0010334849111202976,2017_Kramp.csv,5,0.0,0.0
193,shuttlesysteem,5,0.0010334849111202976,2017_Kramp.csv,1,1.6094379124341003,0.0016633297978855934
194,zorgen,5,0.0010334849111202976,2017_Kramp.csv,5,0.0,0.0
195,agrarisch,5,0.0010334849111202976,2017_Kramp.csv,1,1.6094379124341003,0.0016633297978855934
196,belangrijk,5,0.0010334849111202976,2017_Kramp.csv,5,0.0,0.0
197,informatie,5,0.0010334849111202976,2017_Kramp.csv,5,0.0,0.0
198,stellen,5,0.0010334849111202976,2017_Kramp.csv,5,0.0,0.0
199,uitdaging,5,0.0010334849111202976,2017_Kramp.csv,4,0.22314355131420976,0.00023061549329703363
200,blijft,5,0.0010334849111202976,2017_Kramp.csv,5,0.0,0.0
201,gegroeid,5,0.0010334849111202976,2017_Kramp.csv,4,0.22314355131420976,0.00023061549329703363
202,groeien,5,0.0010334849111202976,2017_Kramp.csv,4,0.22314355131420976,0.00023061549329703363
203,board,5,0.0010334849111202976,2017_Kramp.csv,4,0.22314355131420976,0.00023061549329703363
204,gebruiken,5,0.0010334849111202976,2017_Kramp.csv,5,0.0,0.0
205,forma,5,0.0010334849111202976,2017_Kramp.csv,1,1.6094379124341003,0.0016633297978855934
206,heer,5,0.0010334849111202976,2017_Kramp.csv,4,0.22314355131420976,0.00023061549329703363
207,inmiddels,5,0.0010334849111202976,2017_Kramp.csv,5,0.0,0.0
208,staan,5,0.0010334849111202976,2017_Kramp.csv,5,0.0,0.0
209,net,5,0.0010334849111202976,2017_Kramp.csv,5,0.0,0.0
210,per,5,0.0010334849111202976,2017_Kramp.csv,5,0.0,0.0
211,rug,5,0.0010334849111202976,2017_Kramp.csv,2,0.9162907318741551,0.0009469726455913136
212,duidelijk,5,0.0010334849111202976,2017_Kramp.csv,5,0.0,0.0
213,gevolg,5,0.0010334849111202976,2017_Kramp.csv,5,0.0,0.0
214,ervoor,5,0.0010334849111202976,2017_Kramp.csv,5,0.0,0.0
215,stap,5,0.0010334849111202976,2017_Kramp.csv,5,0.0,0.0
216,brengen,5,0.0010334849111202976,2017_Kramp.csv,5,0.0,0.0
217,frederik,5,0.0010334849111202976,2017_Kramp.csv,1,1.6094379124341003,0.0016633297978855934
218,grootste,5,0.0010334849111202976,2017_Kramp.csv,5,0.0,0.0
219,liggen,5,0.0010334849111202976,2017_Kramp.csv,5,0.0,0.0
220,logistiek,5,0.0010334849111202976,2017_Kramp.csv,4,0.22314355131420976,0.00023061549329703363
221,werkkapitaal,5,0.0010334849111202976,2017_Kramp.csv,5,0.0,0.0
222,duurzame,5,0.0010334849111202976,2017_Kramp.csv,5,0.0,0.0
223,vraagt,5,0.0010334849111202976,2017_Kramp.csv,5,0.0,0.0
224,easy,5,0.0010334849111202976,2017_Kramp.csv,1,1.6094379124341003,0.0016633297978855934
225,onderdeel,5,0.0010334849111202976,2017_Kramp.csv,5,0.0,0.0
226,overtuigd,5,0.0010334849111202976,2017_Kramp.csv,3,0.5108256237659907,0.0005279305743757655
227,succesvol,5,0.0010334849111202976,2017_Kramp.csv,5,0.0,0.0
228,pro,5,0.0010334849111202976,2017_Kramp.csv,4,0.22314355131420976,0.00023061549329703363
229,stappen,5,0.0010334849111202976,2017_Kramp.csv,5,0.0,0.0
230,mate,4,0.0008267879288962381,2017_Kramp.csv,5,0.0,0.0
231,uitdagingen,4,0.0008267879288962381,2017_Kramp.csv,5,0.0,0.0
232,functie,4,0.0008267879288962381,2017_Kramp.csv,5,0.0,0.0
233,verandert,4,0.0008267879288962381,2017_Kramp.csv,5,0.0,0.0
234,toevoegen,4,0.0008267879288962381,2017_Kramp.csv,4,0.22314355131420976,0.0001844923946376269
235,betekent,4,0.0008267879288962381,2017_Kramp.csv,5,0.0,0.0
236,robbert,4,0.0008267879288962381,2017_Kramp.csv,1,1.6094379124341003,0.0013306638383084747
237,frankrijk,4,0.0008267879288962381,2017_Kramp.csv,2,0.9162907318741551,0.0007575781164730509
238,assortiment,4,0.0008267879288962381,2017_Kramp.csv,2,0.9162907318741551,0.0007575781164730509
239,raico,4,0.0008267879288962381,2017_Kramp.csv,1,1.6094379124341003,0.0013306638383084747
240,deel,4,0.0008267879288962381,2017_Kramp.csv,5,0.0,0.0
241,gedaan,4,0.0008267879288962381,2017_Kramp.csv,5,0.0,0.0
242,sales,4,0.0008267879288962381,2017_Kramp.csv,2,0.9162907318741551,0.0007575781164730509
243,buiten,4,0.0008267879288962381,2017_Kramp.csv,5,0.0,0.0
244,bestaat,4,0.0008267879288962381,2017_Kramp.csv,5,0.0,0.0
245,hierdoor,4,0.0008267879288962381,2017_Kramp.csv,5,0.0,0.0
246,toegevoegde,4,0.0008267879288962381,2017_Kramp.csv,5,0.0,0.0
247,innovatie,4,0.0008267879288962381,2017_Kramp.csv,5,0.0,0.0
248,geconsolideerde,4,0.0008267879288962381,2017_Kramp.csv,4,0.22314355131420976,0.0001844923946376269
249,programma,4,0.0008267879288962381,2017_Kramp.csv,5,0.0,0.0
250,ondersteunen,4,0.0008267879288962381,2017_Kramp.csv,5,0.0,0.0
251,krijgen,4,0.0008267879288962381,2017_Kramp.csv,5,0.0,0.0
252,goede,4,0.0008267879288962381,2017_Kramp.csv,5,0.0,0.0
253,daarbij,4,0.0008267879288962381,2017_Kramp.csv,5,0.0,0.0
254,lopen,4,0.0008267879288962381,2017_Kramp.csv,4,0.22314355131420976,0.0001844923946376269
255,gemakkelijker,4,0.0008267879288962381,2017_Kramp.csv,4,0.22314355131420976,0.0001844923946376269
256,materile,4,0.0008267879288962381,2017_Kramp.csv,5,0.0,0.0
257,leren,4,0.0008267879288962381,2017_Kramp.csv,5,0.0,0.0
258,wereld,4,0.0008267879288962381,2017_Kramp.csv,5,0.0,0.0
259,generatie,4,0.0008267879288962381,2017_Kramp.csv,4,0.22314355131420976,0.0001844923946376269
260,kasstroom,4,0.0008267879288962381,2017_Kramp.csv,5,0.0,0.0
261,positie,4,0.0008267879288962381,2017_Kramp.csv,5,0.0,0.0
262,start,4,0.0008267879288962381,2017_Kramp.csv,5,0.0,0.0
263,ervaring,4,0.0008267879288962381,2017_Kramp.csv,5,0.0,0.0
264,weg,4,0.0008267879288962381,2017_Kramp.csv,5,0.0,0.0
265,technologie,4,0.0008267879288962381,2017_Kramp.csv,5,0.0,0.0
266,wel,4,0.0008267879288962381,2017_Kramp.csv,5,0.0,0.0
267,laatste,4,0.0008267879288962381,2017_Kramp.csv,5,0.0,0.0
268,levering,4,0.0008267879288962381,2017_Kramp.csv,5,0.0,0.0
269,agrarische,4,0.0008267879288962381,2017_Kramp.csv,2,0.9162907318741551,0.0007575781164730509
270,disruptie,4,0.0008267879288962381,2017_Kramp.csv,1,1.6094379124341003,0.0013306638383084747
271,nieuwenhuys,4,0.0008267879288962381,2017_Kramp.csv,1,1.6094379124341003,0.0013306638383084747
272,iedere,4,0.0008267879288962381,2017_Kramp.csv,5,0.0,0.0
273,benutten,4,0.0008267879288962381,2017_Kramp.csv,5,0.0,0.0
274,omzetgroei,4,0.0008267879288962381,2017_Kramp.csv,4,0.22314355131420976,0.0001844923946376269
275,ketelaar,4,0.0008267879288962381,2017_Kramp.csv,1,1.6094379124341003,0.0013306638383084747
276,inzicht,4,0.0008267879288962381,2017_Kramp.csv,5,0.0,0.0
277,foto,4,0.0008267879288962381,2017_Kramp.csv,3,0.5108256237659907,0.0004223444595006124
278,dna,4,0.0008267879288962381,2017_Kramp.csv,3,0.5108256237659907,0.0004223444595006124
279,overlopende,4,0.0008267879288962381,2017_Kramp.csv,5,0.0,0.0
280,fte,4,0.0008267879288962381,2017_Kramp.csv,5,0.0,0.0
281,verbeteren,4,0.0008267879288962381,2017_Kramp.csv,5,0.0,0.0
282,ewoud,4,0.0008267879288962381,2017_Kramp.csv,1,1.6094379124341003,0.0013306638383084747
283,marketing,4,0.0008267879288962381,2017_Kramp.csv,3,0.5108256237659907,0.0004223444595006124
284,essentieel,4,0.0008267879288962381,2017_Kramp.csv,5,0.0,0.0
285,mee,4,0.0008267879288962381,2017_Kramp.csv,5,0.0,0.0
286,deeredealers,4,0.0008267879288962381,2017_Kramp.csv,1,1.6094379124341003,0.0013306638383084747
287,sterke,4,0.0008267879288962381,2017_Kramp.csv,5,0.0,0.0
288,duitse,4,0.0008267879288962381,2017_Kramp.csv,2,0.9162907318741551,0.0007575781164730509
289,zoveel,4,0.0008267879288962381,2017_Kramp.csv,4,0.22314355131420976,0.0001844923946376269
290,pricing,4,0.0008267879288962381,2017_Kramp.csv,2,0.9162907318741551,0.0007575781164730509
291,manager,4,0.0008267879288962381,2017_Kramp.csv,3,0.5108256237659907,0.0004223444595006124
292,platform,4,0.0008267879288962381,2017_Kramp.csv,5,0.0,0.0
293,opnieuw,4,0.0008267879288962381,2017_Kramp.csv,5,0.0,0.0
294,laten,4,0.0008267879288962381,2017_Kramp.csv,5,0.0,0.0
295,keer,4,0.0008267879288962381,2017_Kramp.csv,5,0.0,0.0
296,strategie,4,0.0008267879288962381,2017_Kramp.csv,5,0.0,0.0
297,verleden,4,0.0008267879288962381,2017_Kramp.csv,5,0.0,0.0
298,ligt,4,0.0008267879288962381,2017_Kramp.csv,5,0.0,0.0
299,gezamenlijk,3,0.0006200909466721786,2017_Kramp.csv,5,0.0,0.0
300,betaalde,3,0.0006200909466721786,2017_Kramp.csv,4,0.22314355131420976,0.0001383692959782202
301,aldus,3,0.0006200909466721786,2017_Kramp.csv,3,0.5108256237659907,0.0003167583446254593
302,startups,3,0.0006200909466721786,2017_Kramp.csv,1,1.6094379124341003,0.0009979978787313562
303,innoveren,3,0.0006200909466721786,2017_Kramp.csv,5,0.0,0.0
304,liquide,3,0.0006200909466721786,2017_Kramp.csv,4,0.22314355131420976,0.0001383692959782202
305,komen,3,0.0006200909466721786,2017_Kramp.csv,5,0.0,0.0
306,flexibele,3,0.0006200909466721786,2017_Kramp.csv,4,0.22314355131420976,0.0001383692959782202
307,learning,3,0.0006200909466721786,2017_Kramp.csv,2,0.9162907318741551,0.0005681835873547882
308,ondernemerschap,3,0.0006200909466721786,2017_Kramp.csv,3,0.5108256237659907,0.0003167583446254593
309,score,3,0.0006200909466721786,2017_Kramp.csv,4,0.22314355131420976,0.0001383692959782202
310,tien,3,0.0006200909466721786,2017_Kramp.csv,5,0.0,0.0
311,academy,3,0.0006200909466721786,2017_Kramp.csv,2,0.9162907318741551,0.0005681835873547882
312,continuous,3,0.0006200909466721786,2017_Kramp.csv,1,1.6094379124341003,0.0009979978787313562
313,structureel,3,0.0006200909466721786,2017_Kramp.csv,5,0.0,0.0
314,speelt,3,0.0006200909466721786,2017_Kramp.csv,5,0.0,0.0
315,betrokken,3,0.0006200909466721786,2017_Kramp.csv,5,0.0,0.0
316,lange,3,0.0006200909466721786,2017_Kramp.csv,4,0.22314355131420976,0.0001383692959782202
317,zowel,3,0.0006200909466721786,2017_Kramp.csv,5,0.0,0.0
318,gebeurt,3,0.0006200909466721786,2017_Kramp.csv,5,0.0,0.0
319,mens,3,0.0006200909466721786,2017_Kramp.csv,5,0.0,0.0
320,autonome,3,0.0006200909466721786,2017_Kramp.csv,4,0.22314355131420976,0.0001383692959782202
321,middelen,3,0.0006200909466721786,2017_Kramp.csv,5,0.0,0.0
322,verschuiving,3,0.0006200909466721786,2017_Kramp.csv,5,0.0,0.0
323,jan,3,0.0006200909466721786,2017_Kramp.csv,3,0.5108256237659907,0.0003167583446254593
324,z,3,0.0006200909466721786,2017_Kramp.csv,1,1.6094379124341003,0.0009979978787313562
325,beslissingen,3,0.0006200909466721786,2017_Kramp.csv,5,0.0,0.0
326,internal,3,0.0006200909466721786,2017_Kramp.csv,3,0.5108256237659907,0.0003167583446254593
327,verdere,3,0.0006200909466721786,2017_Kramp.csv,5,0.0,0.0
